Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,AFG,Military expenditure (% of GDP),1.94583569418812,1.82134545354632,1.17541612009987,1.07694976762403,1.29801287790022,0.994575822723645,0.956772140958855,0.945226799939516,1.00674585570556,1.17096838242129,1.35885692738929,1.827933856217,1.827933856217,1.827933856217
Angola,AGO,Military expenditure (% of GDP),4.1775845224338,3.25566035129376,3.23665949921649,4.45523942155109,4.69845451564414,3.10542629308278,2.73333494465123,2.50798280550579,1.95578680987962,1.73907015919852,1.70017816092424,1.28992265308256,1.32872232786494,1.32872232786494
Albania,ALB,Military expenditure (% of GDP),1.55859189302349,1.52826633776627,1.48708257655216,1.40898210141146,1.34651599128914,1.16230386432234,1.10358100880452,1.10915100558884,1.16054478505068,1.28080596201472,1.29847911563693,1.22084466120546,1.58488092384586,1.58488092384586
United Arab Emirates,ARE,Military expenditure (% of GDP),6.03859220826788,5.46631452753061,5.07555649376756,6.03468625064444,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024,5.64365135247024
Argentina,ARG,Military expenditure (% of GDP),0.814878105497939,0.764287094036749,0.784824721019786,0.837736430159436,0.878100919364039,0.850128583186764,0.813140077928875,0.856137916373543,0.732300347538541,0.699696134379197,0.734492612232545,0.630928835372215,0.411211298762518,0.411211298762518
Armenia,ARM,Military expenditure (% of GDP),4.26564605593771,3.85394644115574,3.58376691873744,3.99724455730484,3.94337826474581,4.23922578573229,4.09034921699325,3.84973057654684,4.11988615256896,4.78770584078564,4.98254372367497,4.47078156298276,4.31710667230517,4.31710667230517
Australia,AUS,Military expenditure (% of GDP),1.85292825768668,1.75565694660719,1.67096396538491,1.63918019954461,1.77305887756791,1.9536335918401,2.0885308793071,2.00423407657625,1.89567007851003,1.88104345418486,2.01064009885885,1.98912270035816,1.89882434777792,1.89882434777792
Austria,AUT,Military expenditure (% of GDP),0.821232711530621,0.790897558452031,0.778464250647036,0.750825383084571,0.747780095379783,0.698116413133988,0.729737691793485,0.757279033702098,0.745028039648345,0.75035965749035,0.884127145088915,0.873694846766333,0.772607157386914,0.772607157386914
Azerbaijan,AZE,Military expenditure (% of GDP),2.79100435652891,4.67013555547022,4.65861825196324,4.54092330961466,4.55501312398224,5.46487679293858,3.68852730317814,3.75630173249661,3.56240123412697,3.87341170306515,5.39049499415887,5.27005900628497,4.54596853675007,4.54596853675007
Burundi,BDI,Military expenditure (% of GDP),2.5271777075949,2.5271777075949,2.5271777075949,2.4824131147541,2.29794559090695,2.13131991459474,2.2431638636818,2.00270990259373,2.14941956621913,2.8078168112503,2.18591328366483,2.04300976329884,2.76041457754835,2.76041457754835
Belgium,BEL,Military expenditure (% of GDP),1.09048821653131,1.05221776971326,1.0417564900031,1.00895947872124,0.970959791148112,0.909284202068915,0.89470623618152,0.883563446003045,0.891358084802809,0.888487292252087,1.01451352391109,1.05034404939086,1.17973708133594,1.17973708133594
Benin,BEN,Military expenditure (% of GDP),0.702056157787745,0.702056157787745,0.702056157787745,0.687239683496254,0.700924948797968,0.798484704909418,0.673596727016815,0.920613124425981,0.6328575401476,0.473313905552082,0.458762015150415,0.550883648806243,0.557461260604776,0.557461260604776
Burkina Faso,BFA,Military expenditure (% of GDP),1.22478554310235,1.15090529546802,1.17602923102673,1.23608933489025,1.272342619383,1.25078070152992,1.16533289468165,1.36362987115963,1.90502213517644,2.23847580473471,2.20131512361681,2.40194309061394,3.09476704494336,3.09476704494336
Bangladesh,BGD,Military expenditure (% of GDP),1.18438401700177,1.21766894947597,1.18089723364654,1.11372942922328,1.1364432719278,1.20851710681525,1.22590038101547,1.12758110771325,1.15395753464462,1.24410082330294,1.24468950875224,1.19664698573287,1.12882010548687,1.12882010548687
Bulgaria,BGR,Military expenditure (% of GDP),1.64267916591483,1.31403054512076,1.32976945439704,1.45424797262512,1.30956156651181,1.24553912005675,1.24331050984946,1.22152245478009,1.44865090451425,3.13216297473719,1.59265541645849,1.51713160983634,1.50812345474607,1.50812345474607
Bahrain,BHR,Military expenditure (% of GDP),3.2777559421609,3.59149722735675,3.8444905725653,4.14139762975071,4.41851202803887,4.6441113490364,4.67063531353135,4.32073774179037,4.04108625299001,4.02986101554975,4.04564950980392,3.55388299692097,3.17213705490747,3.17213705490747
Bosnia and Herzegovina,BIH,Military expenditure (% of GDP),1.28034140905172,1.13643025192368,1.14557192342881,1.0870557644686,1.02582685716151,1.00061380055503,0.933900832256569,0.86418267991824,0.852548557100982,0.818512096528728,0.838710680689209,0.929365426321555,0.810442240190891,0.810442240190891
Belarus,BLR,Military expenditure (% of GDP),1.3413834329232,1.22449510976582,1.22921872178113,1.27079665150066,1.26884247027803,1.25748235926647,1.25351504491885,1.14628901484848,1.18226172889567,1.20086453042742,1.15287922586574,1.11835004010897,1.20328256808078,1.20328256808078
Bolivia,BOL,Military expenditure (% of GDP),1.70790505454176,1.6841226569035,1.84560643919077,1.84124031434072,1.89691504477661,1.75943591545646,1.53046903660466,1.53642567728457,1.49690260690561,1.4512711273205,1.39422069880527,1.41111958813376,1.48373193294262,1.48373193294262
Brazil,BRA,Military expenditure (% of GDP),1.53940698112515,1.41185115924524,1.37865646470437,1.32944608407492,1.330244423168,1.36551715396161,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.16368211072875,1.05342201124086,1.05342201124086
