Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Germany,DEU,GDP per capita (current US$),41572.4559481507,46705.8957963353,43855.8544658618,46298.9229177341,48023.8699845462,41103.2564363768,42136.1207907991,44652.5891722719,47939.2782884504,46805.1384334439,46749.4762280016,51426.7503654421,48717.9911402128,48717.9911402128
Djibouti,DJI,GDP per capita (current US$),1227.82085311429,1322.72625083956,1418.46085811933,2102.19794830208,2239.11453821208,2409.31190224284,2545.73879850905,2655.73321960188,2755.83829341814,2876.04366371536,2921.73870623293,3062.55148207643,3136.11276804873,3136.11276804873
Denmark,DNK,GDP per capita (current US$),58041.3984363385,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801135,61591.9288698958,59592.9806886454,60836.5924121638,69268.6517983134,67790.0539923276,67790.0539923276
Dominican Republic,DOM,GDP per capita (current US$),5509.56803417837,5859.381524313,6049.47158709846,6171.29512670907,6533.67091082712,6838.93674590634,7191.06970308651,7513.49798180543,7947.15933093481,8173.34469885261,7167.91497432809,8476.74963892506,10111.2457110261,10111.2457110261
Algeria,DZA,GDP per capita (current US$),4495.92147563024,5473.28182611668,5610.73328198233,5519.77757552373,5516.22944039649,4197.41998491398,3967.20064743809,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198,4342.63796796522,4342.63796796522
Ecuador,ECU,GDP per capita (current US$),4640.24634437845,5202.65645902066,5678.45572070003,6050.3546113274,6374.6314856366,6130.58667556768,6079.08873612077,6246.40425217932,6321.34940071717,6233.25816692363,5645.19928965332,5965.13287054416,6391.28248430643,6391.28248430643
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),2509.77203417522,2645.6225349104,3059.13542779204,3088.8908340843,3196.86138078687,3370.38244716015,3331.61246134688,2439.96728439968,2531.20007864537,3017.25833578941,3571.5569065135,3886.7224983901,4295.40749561014,4295.40749561014
Eritrea,ERI,GDP per capita (current US$),504.972460176652,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239,643.790042311239
Spain,ESP,GDP per capita (current US$),30532.4805081656,31677.9003083652,28322.9465923276,29077.1820557563,29513.6511800405,25754.36102944,26537.1594894542,28185.3213671969,30379.7211126422,29581.5185513299,26984.2962770279,30488.8209528797,29674.5442864413,29674.5442864413
Estonia,EST,GDP per capita (current US$),14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23165.8494786437,23424.4847073518,23595.2436836441,27943.701219882,28247.095992497,28247.095992497
Ethiopia,ETH,GDP per capita (current US$),335.438495270931,348.001348291465,458.550920793057,490.792478420391,557.534148360438,630.312619383054,705.617508543589,755.752644348666,758.29769449458,840.449601255171,918.652594077418,925.00069759158,1027.58591095964,1027.58591095964
Finland,FIN,GDP per capita (current US$),46505.3031791811,51148.9316365833,47708.0612784469,49892.2233632732,50327.2402902632,42801.9081167285,43814.0265056965,46412.1364777169,49987.6261584968,48629.8582283032,49169.7193388499,53504.6936483441,50871.9304508821,50871.9304508821
Fiji,FJI,GDP per capita (current US$),3469.14964254878,4160.72119311815,4359.79240035309,4586.95521117587,5305.06443160892,5105.18961191892,5368.43349186431,5825.19966514413,6073.39457942347,5927.72420758285,4815.6891481254,4656.05134145,5356.16439621614,5356.16439621614
France,FRA,GDP per capita (current US$),40676.0647913181,43846.4660764798,40870.8523645734,42602.7179652667,43068.5487241739,36652.9223052178,37062.5335723829,38781.0494870836,41557.8548588876,40494.8982936276,39179.7442596057,43671.3084099631,40886.2532680273,40886.2532680273
Gabon,GAB,GDP per capita (current US$),8399.59734808121,10273.798444898,9348.51487640056,9250.08111462036,9255.36803467635,7090.45463394942,6722.19822269059,6975.69519191402,7694.90605067973,7523.86228077637,6680.08266467748,8635.7971442819,8820.34733682316,8820.34733682316
United Kingdom,GBR,GDP per capita (current US$),39598.957119545,42109.6418795749,42497.3404974322,43426.2981405143,47439.6165895125,44964.3911437292,40985.2351382417,40572.1214823783,43203.8141057739,42662.5353740311,40217.0090116986,46869.759058411,46125.2557513568,46125.2557513568
Georgia,GEO,GDP per capita (current US$),3233.21975246843,4021.75522955035,4421.930711904,4623.88471369397,4739.27691304547,4014.11165137641,4062.12697838612,4356.92801624893,4722.0424231414,4696.15058555612,4255.74299321254,5023.27438368985,6674.95695994589,6674.95695994589
Ghana,GHA,GDP per capita (current US$),1258.96419689048,1501.05917129856,1536.61963499859,2282.40750113579,1942.92186873525,1711.27131722255,1900.39767444476,1998.72266581387,2180.02968425645,2167.92544000869,2176.57621804239,2422.08591285021,2203.55893518303,2203.55893518303
Guinea,GIN,GDP per capita (current US$),667.281601897555,644.502548659895,707.967678199003,757.692272561928,774.5690395852,756.425589810936,720.473255172646,843.464279230956,944.417268657317,1043.89988618266,1073.65933900139,1189.17599945874,1515.16794777584,1515.16794777584
